Date,USD_PKR_Rate,Open_USD_per_oz,High_USD_per_oz,Low_USD_per_oz,Close_USD_per_oz,Open_PKR_per_oz,High_PKR_per_oz,Low_PKR_per_oz,Close_PKR_per_oz,Open_PKR_per_tola,High_PKR_per_tola,Low_PKR_per_tola,Close_PKR_per_tola,Volume,Close_PKR_per_gram,Close_USD_per_gram,Daily_Return_PKR,Price_Change_PKR,Daily_Return_USD,Price_Change_USD,Exchange_Rate_Change,Daily_Return,Price_Change
2020-12-09 21:30:06.374644,160.49469892293064,1826.907436358524,1874.3295864116408,1826.885243833836,1844.9157297055576,293208.95895842434,300819.9626534774,293205.3971758562,296099.1945772724,109953.35960940912,112807.485995054,109952.02394094608,111037.19796647716,5531,9519.65003141951,59.31537382306036,-0.906100544471089,-1015.3083700083953,-0.07043859899511506,-1.3004488105680139,-0.8362509889567105,-0.906100544471089,-1015.3083700083953
2020-12-10 21:30:06.374644,163.28265770393733,1860.7727671955408,1860.7727671955408,1819.6028509796724,1846.85455087484,303831.9228107977,302625.3140163778,297109.5894736223,301559.31945945544,113936.97105404917,113936.97105404917,111416.09605260837,113084.7447972958,25393,9695.19416986418,59.37770832462071,1.8440188228064036,2047.5468308186391,0.10508995820595057,1.9388211692823916,1.7371033434228744,1.8440188228064036,2047.5468308186391
2020-12-11 21:30:06.374644,159.7436960089444,1856.610539065622,1887.1294314236336,1856.610539065622,1856.7970253133533,296581.82955950114,301457.03022286907,296589.0271816831,296611.6195619686,111218.18608481291,113046.38633357592,111218.18608481291,111229.35733573824,14476,9536.124600114732,59.69736606212656,-1.6407053532139448,-1855.3874615575623,0.5383463702544278,9.942474438513273,-2.1673836920328315,-1.6407053532139448,-1855.3874615575623
2020-12-12 21:30:06.374644,162.71550434508697,1873.893576732984,1877.0957091280416,1853.972507886748,1868.37076122384,304911.5384271264,305432.57501476794,301670.0716627179,304012.8907161512,114341.8269101724,114537.21563053798,113126.2768735192,114004.83401855668,9850,9774.076990617,60.06947003468548,2.4952735044947216,2775.4766828184365,0.6233172367633211,11.573735910486675,1.8603603211836184,2.4952735044947216,2775.4766828184365
2020-12-13 21:30:06.374644,163.17947020967236,1856.847377643198,1889.0440912246092,1844.533096609639,1866.8284134179537,302999.3713440364,308253.21400874376,300989.9334889673,304628.0714739049,113624.76425401366,115594.95525327892,112871.22505836272,114235.52680271432,37409,9793.855178559184,60.01988243824501,0.2023535108345298,230.69278415763984,-0.0825504143982636,-1.5423478058862656,0.2851393089139176,0.2023535108345298,230.69278415763984
2020-12-14 21:30:06.374644,164.48868615435322,1831.4351067166904,1857.5899260033143,1829.2610263329605,1829.938337552184,301250.35448078613,305552.5263418474,300892.7428548724,301004.1528874401,112968.8829302948,114582.19737819277,112834.77857057714,112876.55733279003,15097,9677.345450342083,58.83383984285319,-1.1896206967830891,-1358.9694699242827,-1.976082836570292,-36.89007586576963,0.8023165800199239,-1.1896206967830891,-1358.9694699242827
2020-12-15 21:30:06.374644,162.6766431559333,1859.496522933512,1907.4913525498616,1859.496522933512,1885.7696503302247,302496.65231095365,310304.29008178244,304223.90439525235,306770.6764810591,113436.2446166076,116364.1087806684,113436.2446166076,115039.00368039716,26875,9862.740370404425,60.62885689167536,1.915762137599275,2162.446347607125,3.050994212882796,55.83131277804068,-1.1016216621242414,1.915762137599275,2162.446347607125
2020-12-16 21:30:06.374644,160.2995268659093,1876.146507949375,1889.6242284039024,1848.962119727652,1872.0570314879585,300745.3975554128,302905.86976750445,296387.7529853314,300089.8564135184,112779.5240832798,113589.70116281416,111145.40736949928,112533.6961550694,23925,9647.950630578653,60.18798628732967,-2.1777896584431855,-2505.307525327764,-0.7271629830220783,-13.712618842266238,-1.4612523616837958,-2.1777896584431855,-2505.307525327764
2020-12-17 21:30:06.374644,162.0507436005058,1924.494833577368,1925.913487995622,1897.0568887507943,1919.28141561147,311865.81883654406,312095.71283993433,307419.4794745282,311020.98057847016,116949.68206370402,117035.89231497538,115282.30480294809,116632.86771692632,47009,9999.388521684356,61.70628436064977,3.6426170133151414,4099.171561856929,2.522593239906601,47.22438412351153,1.0924653171692666,3.6426170133151414,4099.171561856929
2020-12-18 21:30:06.374644,167.20035684819038,1881.5697500615477,1900.23197164712,1865.5790760406308,1879.3620472701448,314599.1336450511,317719.4637537388,311925.4872425108,314230.00495051383,117974.67511689416,119144.79890765205,116972.05771594154,117836.25185644269,24492,10102.55931553864,60.422847823239984,1.031771029103945,1203.3841395163618,-2.0799122013384963,-39.91936834132525,3.177778227528294,1.031771029103945,1203.3841395163618
2020-12-19 21:30:06.374644,167.51948217733988,1904.7216831025792,1922.1717372218195,1879.260632924759,1897.1557536898745,319077.99004529533,322001.21407531697,314812.7681038156,317810.5494678887,119654.24626698576,120750.45527824388,118054.78803893086,119178.95605045828,35620,10217.674558509798,60.99492834214395,1.1394661429416253,1342.7041940155905,0.9467950278966075,17.793706419729688,0.19086402395616098,1.1394661429416253,1342.7041940155905
2020-12-20 21:30:06.374644,164.48697960731496,1933.181843886665,1947.3597212046693,1908.4877532402652,1935.427983288084,317983.24253261747,320315.318749899,313921.3861480419,318352.7032185338,119243.71594973156,120118.24453121213,117720.51980551572,119382.26370695017,15579,10235.104913147305,62.22540817876071,0.17059023105203686,203.30765649188834,2.0173477862200917,38.272229598209606,-1.8102387439418166,0.17059023105203686,203.30765649188834
2020-12-21 21:30:06.374644,164.36751005289725,1945.7327928997067,1958.9200848956104,1928.243538836361,1937.1989077856413,319815.2543971944,321982.81674690155,316940.5892541197,318412.560949918,119930.72039894787,120743.55628008809,118852.7209702949,119404.71035621924,27034,10237.029351527714,62.28234468100508,0.018802331746847756,22.446649269069894,0.09150040780894209,1.7709244975571892,-0.07263161783560568,0.018802331746847756,22.446649269069894
2020-12-22 21:30:06.374644,164.96891040848564,1931.0577382426247,1965.3602274187367,1927.8964193854997,1938.2454098013136,318564.4910137605,324223.3352774426,318042.9716864467,319750.2333591715,119461.6841301602,121583.75072904096,119266.11438241752,119906.3375096893,10774,10280.03579472645,62.31599047699821,0.4201066708118706,501.6271534700645,0.054021402317872,1.0465020156723313,0.36588761087568145,0.4201066708118706,501.6271534700645
2020-12-23 21:30:06.374644,167.35285864730827,1948.0132981617137,1963.0616594558967,1918.89386017967,1939.3079181712023,326005.59413033404,328523.98041087313,321132.3729418361,324548.7239033109,122252.09779887529,123196.49265407742,120424.63985318854,121705.77146374158,33394,10434.308253064264,62.35015088884538,1.5006996222421298,1799.4339540522778,0.05481805165206133,1.0625083698887465,1.445089400735955,1.5006996222421298,1799.4339540522778
2020-12-24 21:30:06.374644,164.54163752142856,1904.7359522452875,1908.6720347836404,1883.165397622248,1898.612570567632,313408.3726283772,314056.02209465724,309859.11824845674,312400.8213799669,117528.13973564144,117771.00828549649,116197.16934317128,117150.3080174876,25405,10043.750687370337,61.04176605744149,-3.7430134918549407,-4555.463446253983,-2.0984469367786973,-40.695347603570326,-1.6798166153852767,-3.7430134918549407,-4555.463446253983
2020-12-25 21:30:06.374644,166.42352023803926,1933.6714200961449,1939.823002394226,1915.276978812396,1928.975065527132,321808.40471608884,322832.17269716953,318747.1370448355,321026.8208564277,120678.15176853332,121062.06476143858,119530.17639181332,120385.0578211604,38639,10321.078345435562,62.01794220994845,2.761196157666057,3234.7498036728066,1.5991938234361625,30.362494959500054,1.143712160009125,2.761196157666057,3234.7498036728066
2020-12-26 21:30:06.374644,168.7408521720452,1892.928682476695,1901.6664837569651,1890.057181980373,1896.3108822324027,319414.3989820243,320888.8230161671,318929.85954126244,319985.1142510185,119780.3996182591,120333.30863106264,119598.6973279734,119994.41784413194,39524,10287.587263728732,60.96776511429269,-0.32449207908242794,-390.63997702846245,-1.6933439876167244,-32.664183294729355,1.3924305474919851,-0.32449207908242794,-390.63997702846245
2020-12-27 21:30:06.374644,168.04447165813107,1902.7452812537133,1929.2264295485504,1898.0007004859765,1907.554164397265,319745.8254882823,324195.83606238884,318948.5249199286,320553.93171540607,119904.68455810586,121573.43852339582,119605.69684497322,120207.72439327728,47527,10305.874862249424,61.32924476014804,0.17776372682805075,213.30654914534534,0.5929028974208217,11.243282164862194,-0.41269230595334383,0.17776372682805075,213.30654914534534
2020-12-28 21:30:06.374644,164.2452924568923,1933.007804140384,1933.007804140384,1910.679246563508,1920.0791310671275,317487.43211249256,315974.89420130284,313820.0716431379,315363.958422496,119057.7870421847,119057.7870421847,117682.52686617672,118261.484408436,9218,10139.016152986624,61.73193148896837,-1.6190639949841157,-1946.2399848412897,0.6565982189984165,12.524966669862579,-2.2608177250649564,-1.6190639949841157,-1946.2399848412897
2020-12-29 21:30:06.374644,165.7967348001865,1905.2461996263744,1928.1217370565869,1898.1690157686128,1918.4261615838032,315883.5988885171,319676.28830124583,314710.2249133197,318068.7935458496,118456.34958319392,119878.6081129672,118016.33434249488,119275.79757969358,17631,10225.97715875288,61.678787325664416,0.8576868253695302,1014.313171257585,-0.08608861252534794,-1.6529694833243411,0.9445886211328691,0.8576868253695302,1014.313171257585
2020-12-30 21:30:06.374644,166.3710329868894,1925.1103364238131,1961.7107413669655,1911.4587252704048,1931.1401636754551,320282.595284568,326371.8424626987,318011.36263504,321285.7838731561,120105.973231713,122389.440923512,119254.26098814,120482.16895243354,10728,10329.404059707951,62.08755167988989,1.0114133774154155,1206.371372739959,0.6627308543976307,12.714002091651992,0.346386910089036,1.0114133774154155,1206.371372739959
2020-12-31 21:30:06.374644,165.49773797154387,1896.907966829812,1905.089389275931,1890.610783648964,1893.331499796384,313933.9776505342,315287.9845587565,312891.8080785114,313342.0804465721,117725.24161895031,118232.9942095337,117334.42802944175,117503.28016746456,21303,10074.0123600364,60.8719758161102,-2.472472740879228,-2978.888784968978,-1.9578415171642272,-37.80866387907122,-0.5249080922724914,-2.472472740879228,-2978.888784968978
2021-01-01 21:30:06.374644,168.88581704241466,1864.1737006231276,1868.4591994950051,1843.577127183278,1854.059180272541,314832.49853871856,315556.25851713005,311354.0294050555,313124.29950531764,118062.18695201946,118333.59694392377,116757.7610268958,117421.61231449412,6400,10067.010657964174,59.60934236573186,-0.06950261546234682,-81.6678529704368,-2.074244237106204,-39.27231952384295,2.047205667217855,-0.06950261546234682,-81.6678529704368
2021-01-02 21:30:06.374644,166.48771497812393,1922.427865034364,1933.4706136624343,1889.3396638165457,1917.256330064608,320060.6224598445,321899.1044460098,314551.8434463536,319199.6254198004,120022.7334224417,120712.16416725368,117956.9412923826,119699.85953242517,13188,10262.333636181856,61.64117639701667,1.9402281854460801,2278.2472179310425,3.408583202979387,63.197149792066966,-1.4199546807938668,1.9402281854460801,2278.2472179310425
2021-01-03 21:30:06.374644,167.00911737700667,1938.7826978957655,1944.8544199712687,1920.6291134105109,1926.206477392968,323794.38716138364,324808.4201061719,320762.5730392723,321694.0436752728,121422.89518551886,121803.15753981448,120285.9648897271,120635.2663782273,34592,10342.529696350077,61.92893010088794,0.7814602702593376,935.4068458021356,0.46682059086269323,8.950147328360117,0.31317770140051326,0.7814602702593376,935.4068458021356
2021-01-04 21:30:06.374644,165.64209059469908,1939.392220105052,1939.392220105052,1913.7136294450163,1921.322298422693,321244.9818212955,319971.1681822941,316991.5263808418,318251.8422169472,120466.8681829858,120466.8681829858,118871.82239281568,119344.4408313552,19766,10231.862211193004,61.77190021774697,-1.0700233734511677,-1290.8255468721036,-0.25356466337324024,-4.884178970275116,-0.8185342236266435,-1.0700233734511677,-1290.8255468721036
2021-01-05 21:30:06.374644,166.05826501321795,1946.2951468528397,1962.6461870447204,1898.6411242884049,1943.0649326760847,323198.3952900288,325913.6206554539,315285.050982078,322661.9915282158,121199.3982337608,122217.6077457952,118231.89411827923,120998.24682308092,45578,10373.64941898842,62.470941619949045,1.3857419584903052,1653.8059917257197,1.1316495036382657,21.74263425339177,0.2512491945885875,1.3857419584903052,1653.8059917257197
2021-01-06 21:30:06.374644,171.19791592863365,1965.904698399641,1972.3363883862587,1963.1443363229916,1965.465600705177,336558.7872803276,337659.87920193566,336086.2190455968,336483.6146701463,126209.54523012284,126622.45470072588,126032.3321420988,126181.35550130488,12618,10818.017446956865,63.19113928352684,4.283622956787547,5183.108678223958,1.1528522620312565,22.40066802909223,3.095088892447828,4.283622956787547,5183.108678223958
2021-01-07 21:30:06.374644,169.0829385376069,1913.314945554331,1935.617258584601,1901.2036300281625,1921.6472948117216,323508.91334224766,327279.85396559123,321461.09652352694,324917.77143960894,121315.84250334286,122729.94523709672,120547.9111963226,121844.16428985336,5927,10446.173207291957,61.78234908649257,-3.4372678865433937,-4337.191211451514,-2.229410979145807,-43.81830589345532,-1.2353990289860728,-3.4372678865433937,-4337.191211451514
2021-01-08 21:30:06.374644,167.05535073542532,1975.191079256948,1983.5198413343223,1954.71107542683,1968.8099581220888,329966.2385147528,331357.60278478044,326544.9442918495,328900.2380854836,123737.33944303228,124259.10104429266,122454.35410944356,123337.58928205636,14485,10574.210329394406,63.298662791071386,1.225684464173682,1493.4249922029994,2.45428302257662,47.16266331036718,-1.1991675917854994,1.225684464173682,1493.4249922029994
2021-01-09 21:30:06.374644,168.2001618274852,1983.896852568502,1983.896852568502,1964.236335600648,1972.2325300050636,333691.7716510606,333325.1388876336,330384.86951545544,331729.83070828224,125134.41436914774,125134.41436914774,123894.3260682958,124398.68651560583,34918,10665.182314438089,63.40870095021664,0.8603194206454612,1061.0972335494735,0.17383962676820186,3.4225718829748075,0.6852884909223755,0.8603194206454612,1061.0972335494735
2021-01-10 21:30:06.374644,171.19491639389418,2018.6273542657325,2045.626578497608,2013.4156539386925,2029.819365112658,345578.74114394985,350200.87107902573,344686.52454219223,347494.75650516886,129592.0279289812,131325.32665463464,129257.44670332209,130310.53368943832,43767,11172.027922619884,65.26015931045245,4.7523389027832375,5911.847173832488,2.9198806039086422,57.586835107594425,1.7804706808074,4.7523389027832375,5911.847173832488
2021-01-11 21:30:06.374644,171.15313584454148,1977.7018964689084,2010.8602713413163,1973.7250589576656,1985.9992953941407,338489.8813463504,344165.04118527187,337809.23313555703,339910.0071917571,126933.7055048814,129061.89044447694,126678.46242583387,127466.25269690892,46303,10928.176671545689,63.851312405167945,-2.1826946080260923,-2844.2809925293986,-2.158816221367821,-43.82006971851729,-0.024405251179637766,-2.1826946080260923,-2844.2809925293986
2021-01-12 21:30:06.374644,171.85643406733752,2020.5522348848835,2050.357523999753,2000.2578152809176,2020.8030734020451,347244.90193410544,352367.1326377329,343757.17534950166,347288.01014719164,130216.83822528954,132137.67473914986,128908.94075606312,130233.00380519687,37782,11165.380984670512,64.97027901689667,2.170575387406082,2766.75110828795,1.7524567147944037,34.803778007904384,0.41091752092397016,2.170575387406082,2766.75110828795
2021-01-13 21:30:06.374644,167.64819169996505,1995.6936841351844,2018.542321425492,1983.6140511653407,1997.953160342312,334574.43733230483,338404.9700568333,332549.3087085113,334953.23443261895,125465.4139996143,126901.86377131248,124705.99076569176,125607.4629122321,12265,10768.815407427306,64.23563780096491,-3.5517424599095238,-4625.540892964767,-1.1307342788857255,-22.849913059733126,-2.4486964309544446,-3.5517424599095238,-4625.540892964767
2021-01-14 21:30:06.374644,172.01821008178504,1985.9866414380515,2002.081770158155,1959.7133578844123,1981.5787265854576,341625.8673065094,344394.5225399776,337106.3840966412,340867.6256833733,128109.70023994104,129147.9459524916,126414.89403624044,127825.359631265,41898,10958.964303091992,63.709187923721046,1.7657364201222991,2217.8967190328985,-0.8195604422502556,-16.374433756854387,2.606660016733664,1.7657364201222991,2217.8967190328985
2021-01-15 21:30:06.374644,168.13721916705197,1986.9224354222288,2010.289784840192,1986.9224354222288,2000.515941298915,334075.61299252004,338004.5341429611,336067.0408383726,336361.187269357,125278.35487219502,126751.7003036104,125278.35487219502,126135.44522600886,20921,10814.081380830665,64.31803306055316,-1.3220494040705244,-1689.914405256146,0.9556630003839883,18.93721471345748,-2.2561512021825325,-1.3220494040705244,-1689.914405256146
2021-01-16 21:30:06.374644,168.3795318398277,2018.4066175490684,2030.734777328971,1999.8813628177093,2018.028445172885,339858.3613253224,341934.1710975089,336739.08760644257,339794.6848376659,127446.88549699588,128225.31416156584,126277.15785241596,127423.0068141247,43696,10924.469034132777,64.88107271441751,1.0207769797052624,1287.5615881158446,0.8753993663554338,17.51250387396999,0.14411602260115952,1.0207769797052624,1287.5615881158446
2021-01-17 21:30:06.374644,171.51649916349967,1998.4363393978492,2009.7095802624856,1985.9694194576368,2001.837308884696,342764.8047346386,344698.3515419679,340626.5222711417,343348.12711478444,128536.80177548948,129261.88182823797,127734.94585167816,128755.54766804416,45138,11038.7129345031,64.36051598323971,1.04576158359162,1332.5408539194614,-0.8023244829337361,-16.191136288189,1.8630336415568882,1.04576158359162,1332.5408539194614
2021-01-18 21:30:06.374644,171.38555610438894,2024.7418548470664,2042.3763470501117,2016.7039998352336,2032.834414097808,347011.50876079645,350033.8060136338,345633.936509707,348398.4565282925,130129.31578529868,131262.67725511268,129612.72619114011,130649.42119810967,47403,11201.082064309816,65.35709531396171,1.470906352670931,1893.8735300655098,1.5484327859980551,30.99710521311181,-0.07634429326004444,1.470906352670931,1893.8735300655098
2021-01-19 21:30:06.374644,171.3234642789654,1984.540546386119,2013.912967198312,1974.0193436953184,1994.8571588727689,339998.36140894075,345030.54629674513,338195.8325155716,341765.8391997772,127499.38552835278,129386.45486127945,126823.43719333934,128162.18969991645,45772,10987.84205246197,64.13609911658716,-1.9037447509405503,-2487.2314981932286,-1.8681922620782498,-37.977255225039016,-0.03622932225731956,-1.9037447509405503,-2487.2314981932286
2021-01-20 21:30:06.374644,174.76792013826204,2040.69571251154,2061.75121068499,2015.8194174759185,2049.8535513360707,356648.14531071053,360327.9709339594,352300.5669665892,358248.64175503526,133743.05449151644,135122.9891002348,132112.71261247096,134343.24065813824,6250,11517.76754613668,65.90427287398751,4.822835012958437,6181.050958221793,2.7569087951329063,54.996392463301845,2.0104986049593654,4.822835012958437,6181.050958221793
2021-01-21 21:30:06.374644,171.66724766410758,2007.6187319144976,2009.544681150142,1987.4335086172564,2001.8876155862567,344642.3820666677,344973.0044710915,341177.24033974484,343658.5371005557,129240.8932750004,129364.8766766593,127941.46512740431,128871.9514127084,41912,11048.692679416015,64.36213338004588,-4.072619670797262,-5471.289245429842,-2.3399689074641628,-47.96593574981398,-1.77416568881833,-4.072619670797262,-5471.289245429842
2021-01-22 21:30:06.374644,171.4429630595963,1994.5617705121729,2005.755103427956,1990.3327783807867,2001.8539724418024,341953.57994200144,343872.59810359584,341228.5490002409,343203.77664804604,128232.59247825052,128952.22428884845,127960.70587509037,128701.41624301727,48878,11034.07203729572,64.36105172864154,-0.1323291591550313,-170.53516969112388,-0.0016805710866263368,-0.03364314445434502,-0.1306507837476989,-0.1323291591550313,-170.53516969112388
2021-01-23 21:30:06.374644,169.94890111714076,2043.4363923266587,2062.497844238885,2026.2354287845824,2044.9219660704289,347279.76937869017,350519.2421848703,344356.48452655826,347532.2410039724,130229.9135170088,131444.71581932635,129133.68169745934,130324.59037648964,21535,11173.233056969277,65.74571884419531,1.2611936844637794,1623.1741334723629,2.1514053583086,43.06799362862648,-0.871462972753323,1.2611936844637794,1623.1741334723629
2021-01-24 21:30:06.374644,168.90200604275367,2005.536572153378,2030.8778709353812,1978.724678226704,2001.750212013044,338739.15022881335,343019.3464288225,334210.56755879254,338099.6264055106,127027.181335805,128632.25491080843,125328.9628345472,126787.35990206648,41255,10869.97255676153,64.35771575588097,-2.7141696468829024,-3537.2304744231515,-2.1111687767893073,-43.17175405738499,-0.6160057920383433,-2.7141696468829024,-3537.2304744231515
2021-01-25 21:30:06.374644,170.3841152061552,2008.072046557043,2026.4693728819252,2004.4691367642024,2011.5232960848484,342143.57892283506,345278.19109085907,341529.7003256143,342731.61701998586,128303.84209606316,129479.32165907216,128073.63762210537,128524.3563824947,35623,11018.892008101398,64.67192747069778,1.3700076109873338,1736.9964804282208,0.48822695325088095,9.773084071804533,0.8774964833907051,1.3700076109873338,1736.9964804282208
2021-01-26 21:30:06.374644,173.4193905402408,2019.4494451493472,2020.6796078568216,1984.053964161233,2010.7833398154496,350211.69200462726,350425.0260716228,344073.4292637898,348708.8212992652,131329.3845017352,131409.38477685855,129027.53597392116,130765.80798722446,13427,11211.060355557653,64.64813734195346,1.7439897524630155,2241.451604729751,-0.03678586625563973,-0.7399562693988173,1.7814309335193013,1.7439897524630155,2241.451604729751
2021-01-27 21:30:06.374644,173.024537711605,1991.092455727061,2014.854504115381,1959.1051250552,1986.0053100040157,344507.85169323906,348619.2691307089,338973.25859111216,343627.6506562376,129190.44438496463,130732.22592401585,127114.97197166704,128860.36899608908,12594,11047.699673875952,63.85150577922148,-1.4571385444439255,-1905.4389911353792,-1.2322575645423828,-24.778029811433953,-0.2276866660675836,-1.4571385444439255,-1905.4389911353792
2021-01-28 21:30:06.374644,172.78127903161837,1994.225270799409,2018.5368089009796,1973.5153746968497,1995.646070236208,344564.79296589736,348765.37161431264,340986.51062868524,344810.2805098349,129211.79736221152,130787.01435536724,127869.94148575696,129303.85519118808,11722,11085.72146700858,64.1614631869792,0.34416027096155766,443.48619509900163,0.48543476614233416,9.640760232192406,-0.1405920126728466,0.34416027096155766,443.48619509900163
2021-01-29 21:30:06.374644,169.86251922598385,1989.6438964858128,1996.550883051657,1982.5523371491056,1995.6282728878773,337965.9246196828,339139.1627580171,336761.33448550914,338982.445871334,126737.22173238103,127177.1860342564,126285.50043206592,127118.41720175024,21301,10898.355384237846,64.16089098937024,-1.6901568682592294,-2185.437989437836,-0.0008918088530873725,-0.017797348330759633,-1.6892801245558586,-1.6901568682592294,-2185.437989437836
2021-01-30 21:30:06.374644,170.3930949678934,1941.674516622188,1988.6471531686336,1941.674516622188,1956.211226257996,330847.93030754296,338851.74322749383,331820.977193285,333324.8852530379,124067.97386532862,127069.4037103102,124067.97386532862,124996.83196988922,5405,10716.463646252503,62.893604457954766,-1.6689833609978444,-2121.585231861027,-1.9751697831400628,-39.41704662988127,0.31235598313696933,-1.6689833609978444,-2121.585231861027
2021-01-31 21:30:06.374644,174.1512603966901,1973.5416509812264,2014.844026829036,1973.5416509812264,1994.7081767040263,343694.76596374525,350887.6267750192,345965.68191547337,347380.9430965898,128885.53723640446,131582.8600406322,128885.53723640446,130267.8536612212,47177,11168.36879811567,64.13130923220943,4.216924227809016,5271.021691331989,1.967934235796731,38.49695044603027,2.20558551947474,4.216924227809016,5271.021691331989
2021-02-01 21:30:06.374644,172.15598928095358,2017.7368988879696,2017.7368988879696,1998.14685378097,2007.0941817421656,347365.4919367418,346162.3350043226,343992.9483412878,345533.28443786857,130262.05947627815,130262.05947627815,128997.35562798292,129574.98166420072,15321,11108.966192061103,64.52952824415792,-0.5318825616198342,-692.8719970204838,0.6209432127864067,12.386005038139274,-1.1457115562595432,-0.5318825616198342,-692.8719970204838
2021-02-02 21:30:06.374644,179.03781435745276,2025.6756540404213,2031.1070442860555,2001.900810620315,2008.5975308792083,362672.5416965006,363644.9659350014,358415.9456938741,359614.91185238975,136002.20313618777,136366.86222562552,134405.9796352028,134855.59194464615,5690,11561.69341089216,64.57786200521512,4.075331682569994,5280.610280445428,0.0749017734552826,1.5033491370427328,3.9974357588385967,4.075331682569994,5280.610280445428
