Date,Open_PKR_per_tola,High_PKR_per_tola,Low_PKR_per_tola,Close_PKR_per_tola,Volume,Close_PKR_per_gram
2021-01-06 20:52:06.705843,196468.7012024329,199038.54503262983,195006.5090882866,196441.6512823547,31632,16841.705356854825
2021-01-07 20:52:06.705843,196522.97740220363,196522.97740220363,194182.17362566193,195803.94808789072,19808,16787.032586410383
2021-01-08 20:52:06.705843,196296.36445795532,198895.6604925017,195310.01956750744,196676.4485875736,23468,16861.83544132147
2021-01-09 20:52:06.705843,193360.854672142,194408.6692197501,192821.82269924408,193861.46711637842,10587,16620.496151952884
2021-01-10 20:52:06.705843,197310.32394589775,197310.32394589775,194957.59653850703,195945.15713916172,10321,16799.138986553644
2021-01-11 20:52:06.705843,201824.23279704832,202464.72776156626,198776.49439697817,201264.57495358263,30061,17255.193325924436
2021-01-12 20:52:06.705843,200600.72564109822,202848.59756432645,198743.48710623846,200736.44889091895,28146,17209.915028370968
2021-01-13 20:52:06.705843,198882.87102148836,202739.975159413,198293.9455383753,199949.16825038494,9976,17142.41840281078
2021-01-14 20:52:06.705843,198190.85762264548,202554.79494775936,198190.85762264548,200257.03102912306,14501,17168.812673964596
2021-01-15 20:52:06.705843,198435.3902687573,202087.51106048052,198435.3902687573,199270.59438010163,29651,17084.24163066715
2021-01-16 20:52:06.705843,199541.82795676417,200436.99558651907,198219.80872183322,199986.88128299633,30385,17145.651687499685
2021-01-17 20:52:06.705843,200707.17051222528,203340.60722724677,200352.22144315921,200852.47960160853,46910,17219.862791633106
2021-01-18 20:52:06.705843,201404.72497372056,203124.33860157448,200227.22378792113,200603.83193560634,38721,17198.545261968993
2021-01-19 20:52:06.705843,204425.29236293628,204425.29236293628,202069.3479050387,202325.9896706728,39319,17346.19253006454
2021-01-20 20:52:06.705843,199818.70482356445,200859.81784430577,194895.11900785068,199233.41059912666,43739,17081.053720775606
2021-01-21 20:52:06.705843,204805.38024166887,207071.69113127704,203284.9061409603,204519.4463972656,35345,17534.24609030055
2021-01-22 20:52:06.705843,205678.91012476655,206813.20859837745,203410.79787977002,204911.83608748787,31809,17567.887181711925
2021-01-23 20:52:06.705843,205344.2652836638,206110.81196071726,203715.5387836467,204729.84339507608,19979,17552.284241690337
2021-01-24 20:52:06.705843,204142.7375172849,205526.0135297833,204142.7375172849,204925.7051357286,29278,17569.076229057668
2021-01-25 20:52:06.705843,204540.29065786704,206250.91580655274,204350.90305397648,205420.53864936868,43806,17611.500227140663
2021-01-26 20:52:06.705843,209493.3940100761,210866.33620522774,208239.8032283255,209454.30942387835,39625,17957.331054859256
2021-01-27 20:52:06.705843,206582.1577448355,208058.4717724881,206582.1577448355,207539.5032474556,24967,17793.167288019173
2021-01-28 20:52:06.705843,207664.55876638947,208926.285722926,207015.69613923426,208417.114108948,27479,17868.408274086763
2021-01-29 20:52:06.705843,211204.04809410372,213597.96876359178,210771.77325226556,210908.71364483784,26722,18082.02277476319
2021-01-30 20:52:06.705843,204660.32818113553,208779.6482024579,204660.32818113553,207159.8712424757,13876,17760.619962489345
2021-01-31 20:52:06.705843,208368.87318996346,209094.22933557397,208345.31420653698,208528.9017598679,35433,17877.99226336316
2021-02-01 20:52:06.705843,211516.75619971412,211602.65405179717,207945.92722100214,210747.83044013672,9016,18068.229633070707
2021-02-02 20:52:06.705843,212482.48094953885,216194.4547622684,212173.33201127374,213651.98803217532,39429,18317.21433746359
2021-02-03 20:52:06.705843,212082.3738751411,213942.90464101898,211947.33412106681,213624.43395275905,48445,18314.852019269467
2021-02-04 20:52:06.705843,208420.66950402188,211730.96198079613,208420.66950402188,209237.94256614323,31497,17938.781084202954
2021-02-05 20:52:06.705843,209981.22836007806,209981.22836007806,209415.0355076735,209590.83047276278,45889,17969.03553435895
2021-02-06 20:52:06.705843,208501.26687245187,211937.35215431344,205882.71843176728,208590.15447631702,17047,17883.243696529236
2021-02-07 20:52:06.705843,212962.185711937,213482.98370390877,210913.46023178927,212729.89572425123,15711,18238.159784315092
2021-02-08 20:52:06.705843,212451.72943680303,214682.25236524886,212451.72943680303,213421.21985582655,29553,18297.429685856187
2021-02-09 20:52:06.705843,212720.4218349417,214673.92493608812,210267.599789069,212481.26071781543,14534,18216.843340004754
2021-02-10 20:52:06.705843,213793.05873216962,216382.4802683325,213793.05873216962,214807.16695912665,25219,18416.252311310585
2021-02-11 20:52:06.705843,217260.14809524026,217275.41496997135,215618.90327791424,217232.5343576148,22186,18624.188473732407
2021-02-12 20:52:06.705843,215306.5555267751,220202.28660741396,215306.5555267751,216632.3337314531,42544,18572.730944054623
2021-02-13 20:52:06.705843,210386.64620656136,213917.0335833657,209982.37643408368,210999.9695385793,46103,18089.84649679178
2021-02-14 20:52:06.705843,211862.40876338354,214398.01901425992,211862.40876338354,213131.3223970408,32822,18272.5756513238
2021-02-15 20:52:06.705843,210975.33189926762,211862.21457289826,209894.80392515322,210604.53665028675,38520,18055.944500196052
2021-02-16 20:52:06.705843,213126.84843563032,213963.29292480723,212963.56722167105,213873.67319691004,18671,18336.2202672248
2021-02-17 20:52:06.705843,217115.56480934907,217115.56480934907,214202.3296880389,215512.34197573684,36954,18476.70970299527
2021-02-18 20:52:06.705843,212873.05517130942,216433.09218685035,211100.9484085933,213581.3752086152,35184,18311.16042597867
2021-02-19 20:52:06.705843,213976.29661946837,216101.6806351895,213487.79351545012,214627.82644768496,21318,18400.87675305941
2021-02-20 20:52:06.705843,217305.600325653,219235.8278207595,214743.1998168675,217350.8718465621,26955,18634.334006049565
2021-02-21 20:52:06.705843,215529.70749051162,215529.70749051162,212303.97478053463,214265.59899372925,39379,18369.82158725388
2021-02-22 20:52:06.705843,213985.84179820752,214688.33875769706,211968.5597706293,213289.82552341497,13504,18286.164739661777
2021-02-23 20:52:06.705843,208231.0248224065,211726.08252246547,207820.2162720628,210307.91267106662,36169,18030.51377495427
2021-02-24 20:52:06.705843,213563.9547437504,215257.95160081924,212191.0815224952,213294.2345833614,18497,18286.542745487088
2021-02-25 20:52:06.705843,215432.02103253352,216247.550500986,210390.92341834746,214086.2607634898,42768,18354.446224579027
2021-02-26 20:52:06.705843,213067.84955931903,216416.1073510034,211687.32034615165,214057.317097345,19732,18351.96477172025
2021-02-27 20:52:06.705843,212756.84716834943,216024.94469640555,211594.62839200685,213401.92115251016,38211,18295.775133102725
2021-02-28 20:52:06.705843,214959.8573331374,216625.76405195,212987.85498198823,213960.35935543908,34728,18343.652208113777
2021-03-01 20:52:06.705843,216037.74421314386,217311.3349589709,213664.65891118636,215197.79216520503,38426,18449.74212664652
2021-03-02 20:52:06.705843,210430.97334142795,211773.0282191517,206074.9918777895,209215.72975536715,18408,17936.87669370432
2021-03-03 20:52:06.705843,214319.24879181248,214807.6562146592,212262.36946930317,214166.06349208564,45448,18361.28802229815
2021-03-04 20:52:06.705843,209485.1029362155,213112.7699570696,209485.1029362155,210626.8902171642,36224,18057.860958261677
2021-03-05 20:52:06.705843,213221.5767578823,215713.2848449958,212739.5846036635,214410.61180308237,14144,18382.254098343827
2021-03-06 20:52:06.705843,213570.28557196032,213684.05909824386,212485.65220090462,212558.10220727476,38033,18223.43125919708
2021-03-07 20:52:06.705843,213219.65632232625,215899.84891222062,211829.52207444064,213224.7201056307,13045,18280.582999453934
2021-03-08 20:52:06.705843,211531.1130929479,213023.33449173617,209307.3729017152,210883.20521953865,36885,18079.83583843781
2021-03-09 20:52:06.705843,216482.1356707389,216482.1356707389,212180.94647152562,213947.9719540468,14137,18342.59018810415
2021-03-10 20:52:06.705843,209513.026347611,209653.41147114531,207735.98823639733,209106.4924167313,32999,17927.51135260042
2021-03-11 20:52:06.705843,217023.1978837613,217942.77358959144,214928.6041074939,215469.94427299945,40693,18473.074783350432
2021-03-12 20:52:06.705843,214374.53657633072,214374.53657633072,212052.68047426004,213726.39139686164,32820,18323.593226754256
2021-03-13 20:52:06.705843,211182.65137961798,212357.9327067245,208988.4573036655,210374.07553928887,11190,18036.186174493218
2021-03-14 20:52:06.705843,212345.63014108012,213108.48567617455,210503.94845446676,211565.2219846334,40004,18138.30778331905
2021-03-15 20:52:06.705843,214333.00563239833,214333.00563239833,212223.36665033962,213516.4726054158,21633,18305.59607385252
2021-03-16 20:52:06.705843,211461.97203370932,212508.12810592423,209643.61750513464,210639.45285975357,40354,18058.938002379422
2021-03-17 20:52:06.705843,213540.18362262737,213967.81834845216,213149.9122618457,213954.4497867376,14250,18343.145557847874
2021-03-18 20:52:06.705843,209275.50500847213,213157.32776290047,209153.6321682431,210800.35232567813,24185,18072.73253820972
2021-03-19 20:52:06.705843,213190.06081772447,216196.28886363778,213190.06081772447,214247.02963207595,45631,18368.22956379252
2021-03-20 20:52:06.705843,212438.1199226723,213128.8606403836,211199.60103127253,212413.56631000794,37369,18211.03963563168
2021-03-21 20:52:06.705843,210390.41037016886,211480.0629494303,207948.6445251117,210944.25451786874,6037,18085.06983177887
2021-03-22 20:52:06.705843,211771.73511888477,211795.9992429158,209693.67040422326,211035.23967101477,32916,18092.87034216519
2021-03-23 20:52:06.705843,208611.6220113647,209787.7602805518,206023.70295564295,207846.89753006093,38455,17819.521393180807
2021-03-24 20:52:06.705843,209237.30937419913,210861.20653750547,208789.72459409406,209115.9216289184,48578,17928.319755565706
2021-03-25 20:52:06.705843,207807.825664677,209866.91239344006,206800.5571486724,208636.44525354775,13857,17887.212384563423
2021-03-26 20:52:06.705843,213709.74476916518,214696.32539123666,211898.21971960703,212886.05975016364,24224,18251.548332490023
2021-03-27 20:52:06.705843,208690.6935954779,210390.96213770998,206777.5592439858,208851.5856993628,45023,17905.65721016485
2021-03-28 20:52:06.705843,209024.51353602548,209024.51353602548,207856.00249074705,208397.35881211824,40229,17866.71457579889
2021-03-29 20:52:06.705843,210739.6019006567,211370.8941969657,209407.54086945046,210671.3830287426,30360,18061.67549972073
2021-03-30 20:52:06.705843,210814.7200483219,212074.68594425442,209527.62146463065,211715.7307156454,24988,18151.211481108145
2021-03-31 20:52:06.705843,210493.1042807871,211903.62477502163,210473.7191250966,211329.13999207283,35529,18118.06755761941
2021-04-01 20:52:06.705843,213449.81476485872,214211.4799870487,212262.461679116,213683.57353684504,32485,18319.92228539481
2021-04-02 20:52:06.705843,214500.77039092217,215983.9284657923,213426.7673816745,213799.14539521417,14553,18329.830709466238
2021-04-03 20:52:06.705843,211346.75591840394,214815.12262489722,209604.42328708584,211810.31163405575,27370,18159.320270409444
2021-04-04 20:52:06.705843,217641.1030659473,217876.5400563777,216272.50651850668,216978.76432341922,20070,18602.43178355789
2021-04-05 20:52:06.705843,218578.16582866755,219696.53536239962,216011.96697124702,216717.75835639582,30343,18580.05472877193
2021-04-06 20:52:06.705843,213985.72070651012,216055.19046636336,212199.92273059732,213444.39239590662,47943,18299.416357673752
2021-04-07 20:52:06.705843,210596.72803431255,214969.0132353025,210596.72803431255,212402.31538919327,30654,18210.075050513828
2021-04-08 20:52:06.705843,212602.10021303713,213836.2836206284,209306.15287993508,212050.64968350992,20040,18179.925384388713
2021-04-09 20:52:06.705843,213357.78889711274,215580.18411162717,212546.0613557116,213093.46593494443,9979,18269.33006986835
2021-04-10 20:52:06.705843,213733.9397934854,214967.3477765751,212364.88907335952,212928.07755220565,8841,18255.150681773463
2021-04-11 20:52:06.705843,215847.58290742818,215847.58290742818,212640.3009351965,214991.37283486844,48212,18432.044996130695
2021-04-12 20:52:06.705843,215391.5545043562,218825.44017756783,214650.28729759675,216601.68592056233,49820,18570.10338825123
2021-04-13 20:52:06.705843,213884.71573584244,216024.7649160941,212495.51839096137,214150.17434380823,44904,18359.925783934177
2021-04-14 20:52:06.705843,215866.7302510338,215866.7302510338,213286.75816653366,214685.9769814162,39690,18405.862224058317
2021-04-15 20:52:06.705843,215629.61814088165,215884.60650547306,211549.5850069359,213763.26170784107,30657,18326.754261646183
2021-04-16 20:52:06.705843,215679.0679438193,215679.0679438193,213591.29631259793,214309.63508670632,39931,18373.596972454245
2021-04-17 20:52:06.705843,219505.38524063225,221184.46050931496,216476.73534041192,218717.73660288093,14235,18751.52062781901
2021-04-18 20:52:06.705843,218147.02065304117,218147.02065304117,214380.87010277866,216853.7756425697,36006,18591.71601873883
2021-04-19 20:52:06.705843,218389.52630905528,218389.52630905528,215201.77838185648,216042.94433036656,15232,18522.20030267203
2021-04-20 20:52:06.705843,215718.21739151314,216548.8718183729,211801.68689649936,213667.99991114388,27503,18318.587098006163
2021-04-21 20:52:06.705843,214393.35234228044,214393.35234228044,211500.955823754,213541.36875618738,30295,18307.730517505777
2021-04-22 20:52:06.705843,215170.27645519163,217495.56735410608,211389.42328333147,214224.97182346164,35886,18366.33846223094
2021-04-23 20:52:06.705843,215381.1817550666,216592.81661412463,213113.5584376075,214032.94350775203,11466,18349.875129265434
2021-04-24 20:52:06.705843,218044.67223699245,218730.71937844125,216157.41318520394,217347.49082729762,18730,18634.0441381428
2021-04-25 20:52:06.705843,213125.6176236558,215250.73164380706,211589.26777427294,213556.39265034563,9223,18309.018574275175
2021-04-26 20:52:06.705843,216753.11998560204,217599.14294208388,214916.40660166452,216583.56247354878,15872,18568.549594782988
2021-04-27 20:52:06.705843,217642.40546215055,219402.4900508832,215722.82358800285,216493.34546399937,32607,18560.814940329165
2021-04-28 20:52:06.705843,214453.5242784929,216794.64899748313,213237.3101200699,215684.79842401308,18279,18491.49506378713
2021-04-29 20:52:06.705843,219520.59471391435,222555.14801334424,217584.23733027687,219659.27689309575,5241,18832.242531986947
2021-04-30 20:52:06.705843,217131.93686071085,218877.3403836007,215706.64348764817,216651.6290748486,16886,18574.385208749023
2021-05-01 20:52:06.705843,219458.74899046237,221483.4676504818,218964.3805103019,220544.9109940572,44820,18908.17138152068
2021-05-02 20:52:06.705843,215663.01522011615,217202.39930013064,215499.67689871776,216121.195778773,42582,18528.9091031184
2021-05-03 20:52:06.705843,212823.35078152383,215033.12498656454,212823.35078152383,214186.99361951702,27128,18363.08244337423
2021-05-04 20:52:06.705843,213733.73840890673,215667.99847777866,213733.73840890673,214649.60566543497,17609,18402.7439699447
2021-05-05 20:52:06.705843,214933.1643355261,216731.00055600665,214565.01359485713,215880.54297659843,43630,18508.27700416653
2021-05-06 20:52:06.705843,221937.92436603535,221937.92436603535,219629.29656879525,220711.4326663993,43655,18922.447930932725
2021-05-07 20:52:06.705843,218208.95746020947,219393.2698180796,216551.09799528742,216873.84340999438,13580,18593.436506343827
2021-05-08 20:52:06.705843,214146.2034435666,219896.1565175043,214146.2034435666,215558.33061165494,46472,18480.6524872818
2021-05-09 20:52:06.705843,209759.7683162447,213203.56189920596,209324.3831446452,210916.68475698025,43380,18082.706169151257
2021-05-10 20:52:06.705843,211540.12931101554,214357.31106769343,211540.12931101554,212776.3290813065,23248,18242.140696271133
2021-05-11 20:52:06.705843,210533.3484468485,211267.44980955677,209110.58081204552,209959.19345485198,23561,18000.61672280967
2021-05-12 20:52:06.705843,213084.48228811205,213901.4656870434,210728.97275853582,213194.71312573447,14852,18278.01038457943
2021-05-13 20:52:06.705843,208325.87222188627,209922.61949940264,205482.83017527987,208106.7846289885,18951,17841.80252306143
2021-05-14 20:52:06.705843,211915.71882507505,215443.00315596708,211915.71882507505,213626.01271377743,21511,18314.98737258037
2021-05-15 20:52:06.705843,209875.9343847908,211397.1207212977,208880.2240303328,210314.61323781262,6490,18031.08824055321
2021-05-16 20:52:06.705843,207976.24572783915,210457.9237013801,205370.34239265113,208130.29688719957,18743,17843.81832023316
2021-05-17 20:52:06.705843,210231.1729573296,214506.3787346188,210231.1729573296,210547.91043281168,19156,18051.089714747228
2021-05-18 20:52:06.705843,206640.99444339747,207347.74047803707,205573.7224531471,206517.84533742603,29885,17705.576589285498
2021-05-19 20:52:06.705843,209169.59879990236,210302.80861867542,207639.00400983394,209884.30795176985,13637,17994.196497922654
2021-05-20 20:52:06.705843,208001.7042883276,210291.1946414051,206408.33198814545,208943.55111532597,48214,17913.541762287892
2021-05-21 20:52:06.705843,209430.54706418503,211643.56171769192,207183.59489709866,209452.59712762714,16120,17957.184253054453
2021-05-22 20:52:06.705843,212277.3807619293,212277.3807619293,209476.2334156758,209917.42508656683,29596,17997.03575845052
2021-05-23 20:52:06.705843,208002.7794951211,209165.1576151669,206421.03902867,207283.97678438138,10463,17771.260012378378
2021-05-24 20:52:06.705843,204257.9012724157,205549.07510586648,201262.64978070217,202910.77576684867,8269,17396.32851224697
2021-05-25 20:52:06.705843,204309.85547805042,206805.43486190235,201833.78127852222,203690.63192864464,22607,17463.188608422894
2021-05-26 20:52:06.705843,200520.96352445055,204754.12410368136,199179.72358698503,202462.56928213857,45101,17357.902030361674
2021-05-27 20:52:06.705843,203687.15294118965,205870.9674502461,203444.7595166615,204433.269161479,10266,17526.857781333933
2021-05-28 20:52:06.705843,205137.27546651248,206879.82783827005,204125.25876113234,205239.77568079645,35799,17596.002716117666
2021-05-29 20:52:06.705843,201060.02791791322,203067.0171909571,200508.85516190476,200685.4357831519,38171,17205.541476607672
2021-05-30 20:52:06.705843,206335.28162438766,206359.85935350618,203626.65577715402,204949.23335284946,30872,17571.093394448686
2021-05-31 20:52:06.705843,201283.4004813815,202433.890559218,199578.98073145494,201478.10388898276,23043,17273.49999048206
2021-06-01 20:52:06.705843,201391.10980579664,201391.10980579664,199492.39428392972,200842.83969314783,27584,17219.036324858353
2021-06-02 20:52:06.705843,201587.71928217498,201587.71928217498,200514.14611707986,201184.43527517532,24740,17248.322640189926
2021-06-03 20:52:06.705843,201270.57296627975,204063.73428323906,199529.502282082,201596.98869625997,32484,17283.692446524346
2021-06-04 20:52:06.705843,199759.02970463492,200581.1987181124,197799.87058791923,199633.1665532894,23141,17115.326350590654
2021-06-05 20:52:06.705843,196606.3239329173,198133.8045441259,194726.84256410404,196934.89885361484,24952,16883.993385940918
2021-06-06 20:52:06.705843,195265.7657505705,196932.96741345563,194411.37418793616,195095.2798765398,22974,16726.275709579888
2021-06-07 20:52:06.705843,199809.28921174936,203254.09971313484,199809.28921174936,200765.40433285348,32135,17212.397490813913
2021-06-08 20:52:06.705843,198539.12917421886,203016.90952114994,195217.28645678455,199952.2698024264,5760,17142.684310907614
2021-06-09 20:52:06.705843,199129.29988220884,200398.87841808854,196026.51633422406,198538.20165110848,17411,17021.450758839892
2021-06-10 20:52:06.705843,192258.97608221046,195272.60947103763,192258.97608221046,193797.8253957156,6889,16615.03990018138
2021-06-11 20:52:06.705843,197878.47046836585,200558.73661868647,196725.12460600075,198670.62756728055,35675,17032.804146714727
2021-06-12 20:52:06.705843,199135.63981284187,201699.7755632492,198825.54825529322,200332.11128837723,16794,17175.24959605429
2021-06-13 20:52:06.705843,195522.525846643,196552.39047358365,194014.00352941683,196063.30387969394,43319,16809.268165268684
2021-06-14 20:52:06.705843,191631.1504929917,192695.72806368629,190671.16335847907,192571.4266351556,30356,16509.895973521572
2021-06-15 20:52:06.705843,195796.76421500868,197394.12751123527,194075.83927147466,196303.56287654277,13265,16829.86650176121
2021-06-16 20:52:06.705843,194406.44748233547,196141.91150729128,192802.75778864653,194581.74284309402,19867,16682.24818613632
2021-06-17 20:52:06.705843,193222.7267810609,195609.2854892809,191171.6448866068,193316.31651658344,11134,16573.75827474138
2021-06-18 20:52:06.705843,192850.26817499974,195474.49891372139,190419.99443228683,191940.8656581927,36886,16455.8355331098
2021-06-19 20:52:06.705843,193748.521026548,194196.77020489285,191474.46194150916,191660.06649422285,17395,16431.761530711836
2021-06-20 20:52:06.705843,198949.958614247,200767.01880996383,195873.83250104662,199098.61527471282,26235,17069.49719433409
2021-06-21 20:52:06.705843,194971.43384083157,195859.38222895193,192825.98340979108,194034.0642905488,25975,16635.293577721946
2021-06-22 20:52:06.705843,194589.92832307974,194589.92832307974,191893.4477877111,192950.22112732223,40974,16542.37149582667
2021-06-23 20:52:06.705843,190653.86105573925,192041.4272240652,188538.092060463,191081.68858245944,30973,16382.17494705585
2021-06-24 20:52:06.705843,193346.7683096296,193472.85901544217,191598.8205246215,192279.10513308897,41986,16484.834116348506
2021-06-25 20:52:06.705843,193467.80187751868,194354.7868333989,191762.59417821935,192447.69321368082,5790,16499.287826961663
2021-06-26 20:52:06.705843,188879.91503722177,191684.97583845074,188589.04341635702,188971.17946269334,45284,16201.232807158209
2021-06-27 20:52:06.705843,190541.04748291368,190541.04748291368,188106.27628914206,189956.7863576655,38824,16285.732712419882
2021-06-28 20:52:06.705843,189009.30104941,190063.75325513055,187968.8719589902,188717.3398905621,13178,16179.47015522652
2021-06-29 20:52:06.705843,194226.77608912427,195709.0639444885,192346.3061587718,193528.09081514695,33522,16591.914507471447
2021-06-30 20:52:06.705843,193845.80305491548,194225.7184971776,190832.15372390888,192595.2775514848,48145,16511.940805168448
2021-07-01 20:52:06.705843,192451.36334247614,194790.95842792306,191314.67109021422,192214.37609004622,47266,16479.284644208354
2021-07-02 20:52:06.705843,191288.12706452294,193093.26409327958,189911.87821382197,192524.83229088678,38491,16505.901259506754
2021-07-03 20:52:06.705843,192052.37049545412,193023.26090476805,191072.13074700683,192398.59566705694,37488,16495.07850369144
2021-07-04 20:52:06.705843,187467.859607308,189996.35597600002,186200.51581862805,188382.9153025148,27774,16150.798637046879
2021-07-05 20:52:06.705843,189517.39624986192,193665.70387931593,187053.6872635637,189357.37561575233,14121,16234.342902585076
2021-07-06 20:52:06.705843,185868.65610408862,190522.3610994997,185868.65610408862,188534.24365090538,28749,16163.77260381562
2021-07-07 20:52:06.705843,183558.26597018662,185865.65193079345,182707.6881867576,184866.23313388493,29882,15849.299822863935
2021-07-08 20:52:06.705843,184267.11319576544,186423.8963141759,180723.77100339107,184501.42375734483,36480,15818.023298812142
2021-07-09 20:52:06.705843,181884.4604906338,186342.7225352874,181884.4604906338,184379.85891679165,45150,15807.60107311314
2021-07-10 20:52:06.705843,182257.41941562036,184908.459487349,182257.41941562036,183538.55611413924,26225,15735.472917878878
2021-07-11 20:52:06.705843,187425.99654312935,189274.76273985382,183655.75527384004,186440.24619911695,39631,15984.246073312497
2021-07-12 20:52:06.705843,186776.09407506534,189368.16101823325,186055.08586836242,186682.3635292475,20859,16005.00373193137
2021-07-13 20:52:06.705843,187345.0107289904,188092.28873343536,186456.58372950373,187973.15853891274,18324,16115.668599015153
2021-07-14 20:52:06.705843,192307.31213268515,194464.45660499437,191203.82862660367,191867.6460141045,37544,16449.558128781253
2021-07-15 20:52:06.705843,190785.62050672315,190785.62050672315,188058.03274853164,188541.45900883563,38212,16164.391204461217
2021-07-16 20:52:06.705843,192186.79977241883,192186.79977241883,186961.8193664728,191050.28837706265,47675,16379.482885550638
2021-07-17 20:52:06.705843,191356.89371600372,193962.62611233402,190699.713887016,191375.82508245946,48047,16407.392411047622
2021-07-18 20:52:06.705843,186600.13006980842,189319.63584718163,185142.88715811938,187196.04040334537,35673,16049.043244456907
2021-07-19 20:52:06.705843,190598.21689950302,195463.18862414893,189995.308030922,191708.533192063,45183,16435.916768866857
2021-07-20 20:52:06.705843,189117.32762082457,190537.8941577554,188004.61920353258,189126.3126585344,16539,16214.532978269412
2021-07-21 20:52:06.705843,191414.07492215655,191701.02062017308,188761.334410026,189708.59977483057,12604,16264.45471320564
