Date,USD_PKR_Rate,Open_USD_per_oz,High_USD_per_oz,Low_USD_per_oz,Close_USD_per_oz,Open_PKR_per_oz,High_PKR_per_oz,Low_PKR_per_oz,Close_PKR_per_oz,Open_PKR_per_tola,High_PKR_per_tola,Low_PKR_per_tola,Close_PKR_per_tola,Volume,Close_PKR_per_gram,Close_USD_per_gram
2021-01-05 21:30:06.374644,166.05826501321795,1946.2951468528395,1962.6461870447204,1898.6411242884046,1943.0649326760852,323198.39529002877,325913.6206554539,315285.05098207796,322661.9915282158,121199.39823376079,122217.6077457952,118231.89411827923,120998.24682308093,45578,10373.64941898842,62.470941619949045
2021-01-06 21:30:06.374644,171.19791592863365,1965.9046983996407,1972.3363883862587,1963.1443363229914,1965.465600705177,336558.7872803276,337659.87920193566,336086.2190455968,336483.6146701463,126209.54523012284,126622.45470072588,126032.33214209879,126181.35550130488,12618,10818.017446956865,63.19113928352684
2021-01-07 21:30:06.374644,169.0829385376069,1913.314945554331,1935.617258584601,1901.2036300281625,1921.6472948117218,323508.91334224766,327279.85396559123,321461.09652352694,324917.77143960894,121315.84250334286,122729.94523709672,120547.9111963226,121844.16428985336,5927,10446.173207291955,61.78234908649257
2021-01-08 21:30:06.374644,167.05535073542532,1975.1910792569481,1983.5198413343226,1954.71107542683,1968.8099581220888,329966.23851475277,331357.60278478044,326544.9442918495,328900.2380854836,123737.33944303228,124259.10104429266,122454.35410944356,123337.58928205635,14485,10574.210329394406,63.298662791071386
2021-01-09 21:30:06.374644,168.2001618274852,1983.896852568502,1983.896852568502,1964.2363356006476,1972.2325300050634,333691.7716510606,333325.13888763357,330384.86951545544,331729.83070828224,125134.41436914774,125134.41436914774,123894.32606829579,124398.68651560583,34918,10665.182314438087,63.40870095021664
2021-01-10 21:30:06.374644,171.19491639389418,2018.6273542657325,2045.6265784976076,2013.4156539386925,2029.819365112658,345578.74114394985,350200.87107902573,344686.52454219223,347494.75650516886,129592.0279289812,131325.32665463464,129257.44670332209,130310.53368943832,43767,11172.027922619884,65.26015931045245
2021-01-11 21:30:06.374644,171.15313584454148,1977.7018964689084,2010.8602713413163,1973.7250589576659,1985.9992953941412,338489.8813463504,344165.04118527187,337809.23313555703,339910.0071917571,126933.7055048814,129061.89044447694,126678.46242583389,127466.25269690891,46303,10928.176671545689,63.851312405167945
2021-01-12 21:30:06.374644,171.85643406733752,2020.5522348848833,2050.357523999753,2000.2578152809178,2020.8030734020454,347244.90193410544,352367.13263773295,343757.17534950166,347288.01014719164,130216.83822528954,132137.67473914986,128908.94075606312,130233.00380519687,37782,11165.380984670513,64.97027901689667
2021-01-13 21:30:06.374644,167.64819169996503,1995.6936841351844,2018.542321425492,1983.6140511653412,1997.9531603423122,334574.43733230483,338404.9700568333,332549.30870851135,334953.23443261895,125465.4139996143,126901.86377131249,124705.99076569176,125607.4629122321,12265,10768.815407427306,64.23563780096491
2021-01-14 21:30:06.374644,172.01821008178504,1985.9866414380513,2002.081770158155,1959.7133578844123,1981.5787265854576,341625.8673065094,344394.52253997757,337106.3840966412,340867.6256833733,128109.70023994103,129147.94595249159,126414.89403624045,127825.35963126499,41898,10958.964303091992,63.709187923721046
2021-01-15 21:30:06.374644,168.13721916705197,1986.9224354222292,2010.289784840192,1986.9224354222292,2000.515941298915,334075.61299252004,338004.5341429611,336067.0408383726,336361.187269357,125278.35487219502,126751.70030361041,125278.35487219502,126135.44522600886,20921,10814.081380830663,64.31803306055316
2021-01-16 21:30:06.374644,168.37953183982773,2018.4066175490684,2030.734777328971,1999.8813628177093,2018.028445172885,339858.36132532236,341934.1710975089,336739.08760644257,339794.6848376659,127446.88549699588,128225.31416156585,126277.15785241596,127423.0068141247,43696,10924.469034132777,64.88107271441751
2021-01-17 21:30:06.374644,171.51649916349967,1998.4363393978495,2009.7095802624856,1985.9694194576368,2001.837308884696,342764.8047346386,344698.3515419679,340626.5222711417,343348.12711478444,128536.80177548947,129261.88182823797,127734.94585167815,128755.54766804416,45138,11038.7129345031,64.36051598323971
2021-01-18 21:30:06.374644,171.38555610438894,2024.7418548470664,2042.3763470501115,2016.7039998352336,2032.8344140978081,347011.50876079645,350033.8060136338,345633.936509707,348398.4565282925,130129.31578529868,131262.67725511268,129612.72619114013,130649.42119810969,47403,11201.082064309816,65.35709531396171
2021-01-19 21:30:06.374644,171.3234642789654,1984.540546386119,2013.9129671983117,1974.0193436953184,1994.8571588727687,339998.36140894075,345030.54629674513,338195.83251557156,341765.83919977717,127499.38552835278,129386.45486127943,126823.43719333934,128162.18969991643,45772,10987.84205246197,64.13609911658716
2021-01-20 21:30:06.374644,174.76792013826204,2040.6957125115398,2061.75121068499,2015.8194174759183,2049.8535513360707,356648.14531071053,360327.9709339594,352300.5669665892,358248.64175503526,133743.05449151644,135122.9891002348,132112.71261247096,134343.24065813824,6250,11517.76754613668,65.90427287398751
2021-01-21 21:30:06.374644,171.66724766410758,2007.6187319144979,2009.544681150142,1987.4335086172564,2001.8876155862567,344642.3820666677,344973.0044710915,341177.24033974484,343658.5371005557,129240.89327500039,129364.8766766593,127941.46512740431,128871.9514127084,41912,11048.692679416015,64.36213338004588
2021-01-22 21:30:06.374644,171.4429630595963,1994.5617705121726,2005.755103427956,1990.3327783807867,2001.8539724418024,341953.57994200144,343872.59810359584,341228.5490002409,343203.77664804604,128232.59247825053,128952.22428884843,127960.70587509035,128701.41624301727,48878,11034.07203729572,64.36105172864154
2021-01-23 21:30:06.374644,169.94890111714076,2043.4363923266587,2062.497844238885,2026.2354287845822,2044.9219660704289,347279.76937869017,350519.2421848703,344356.48452655826,347532.2410039724,130229.91351700881,131444.71581932635,129133.68169745934,130324.59037648965,21535,11173.233056969277,65.74571884419531
2021-01-24 21:30:06.374644,168.90200604275367,2005.536572153378,2030.8778709353815,1978.7246782267039,2001.750212013044,338739.15022881335,343019.3464288225,334210.56755879254,338099.6264055106,127027.18133580501,128632.25491080843,125328.9628345472,126787.35990206647,41255,10869.97255676153,64.35771575588097
2021-01-25 21:30:06.374644,170.3841152061552,2008.072046557043,2026.4693728819254,2004.4691367642024,2011.5232960848484,342143.57892283506,345278.19109085907,341529.7003256143,342731.61701998586,128303.84209606315,129479.32165907216,128073.63762210537,128524.3563824947,35623,11018.892008101398,64.67192747069778
2021-01-26 21:30:06.374644,173.4193905402408,2019.4494451493472,2020.6796078568216,1984.053964161233,2010.7833398154496,350211.69200462726,350425.0260716228,344073.4292637898,348708.8212992652,131329.3845017352,131409.38477685855,129027.53597392117,130765.80798722446,13427,11211.060355557653,64.64813734195346
2021-01-27 21:30:06.374644,173.024537711605,1991.092455727061,2014.8545041153807,1959.1051250552002,1986.0053100040154,344507.85169323906,348619.2691307089,338973.25859111216,343627.65065623756,129190.44438496465,130732.22592401583,127114.97197166705,128860.36899608909,12594,11047.699673875952,63.85150577922148
2021-01-28 21:30:06.374644,172.78127903161837,1994.225270799409,2018.5368089009794,1973.5153746968497,1995.6460702362078,344564.79296589736,348765.37161431264,340986.51062868524,344810.2805098349,129211.79736221151,130787.01435536724,127869.94148575696,129303.85519118808,11722,11085.72146700858,64.1614631869792
2021-01-29 21:30:06.374644,169.86251922598385,1989.6438964858128,1996.550883051657,1982.5523371491056,1995.6282728878773,337965.9246196828,339139.1627580171,336761.33448550914,338982.445871334,126737.22173238103,127177.1860342564,126285.50043206592,127118.41720175024,21301,10898.355384237846,64.16089098937024
2021-01-30 21:30:06.374644,170.3930949678934,1941.6745166221879,1988.6471531686336,1941.6745166221879,1956.211226257996,330847.93030754296,338851.74322749383,331820.977193285,333324.8852530379,124067.97386532862,127069.40371031019,124067.97386532862,124996.83196988922,5405,10716.463646252505,62.893604457954766
2021-01-31 21:30:06.374644,174.1512603966901,1973.5416509812264,2014.8440268290362,1973.5416509812264,1994.7081767040263,343694.76596374525,350887.62677501916,345965.68191547337,347380.9430965898,128885.53723640446,131582.8600406322,128885.53723640446,130267.85366122119,47177,11168.36879811567,64.13130923220943
2021-02-01 21:30:06.374644,172.15598928095358,2017.7368988879696,2017.7368988879696,1998.14685378097,2007.0941817421658,347365.4919367418,346162.3350043226,343992.9483412878,345533.28443786857,130262.05947627817,130262.05947627817,128997.35562798292,129574.98166420072,15321,11108.966192061105,64.52952824415792
2021-02-02 21:30:06.374644,179.03781435745276,2025.6756540404213,2031.1070442860555,2001.900810620315,2008.5975308792085,362672.5416965006,363644.9659350014,358415.94569387415,359614.91185238975,136002.20313618775,136366.86222562552,134405.9796352028,134855.59194464615,5690,11561.69341089216,64.57786200521512
2021-02-03 21:30:06.374644,172.0122408240173,1993.8585493348912,2007.7554552032418,1979.0438083275426,1983.105089158971,342968.0769572191,345358.51487615454,340419.76015931764,341118.35017574724,128613.02885895717,129509.44307855796,127657.41005974411,127919.38131590522,19856,10967.025147111217,63.75826158339
2021-02-04 21:30:06.374644,174.9049827288505,2011.0006010407053,2059.716540663683,2011.0006010407053,2031.5619210229925,351734.0253927326,360254.68597110925,352719.09927318303,355330.3027091169,131900.25952227472,135095.50723916598,131900.25952227472,133248.86351591884,26483,11423.942345329118,65.31618374211881
2021-02-05 21:30:06.374644,173.85357222322997,2031.3537309424773,2031.3537309424773,2005.6606466353674,2020.6397814276984,353158.10257333564,352963.3046775296,348691.268085112,351295.444177572,132434.28846500086,132434.28846500086,130759.22553191699,131735.7915665895,12651,11294.220813322145,64.96502906192867
2021-02-06 21:30:06.374644,174.63076111997032,2014.8184031010605,2039.4121895452538,2012.2554159712115,2026.212185776216,351849.27125206136,356144.10289763287,351401.69485883514,353838.9761926593,131943.47671952302,133554.03858661233,131775.63557206318,132689.61607224724,38425,11375.995890967699,65.14418588828319
2021-02-07 21:30:06.374644,174.96258320218323,1984.7664550162378,1987.4375873575318,1964.873409152969,1969.8204986175072,347259.86602268077,347727.21423718845,343779.32733068377,344644.8828827316,130222.44975850529,130397.70533894567,128917.2477490064,129241.83108102436,17376,11080.403899264777,63.331152398203
2021-02-08 21:30:06.374644,173.36952483176466,2056.9045784119944,2057.3358565493254,2031.7714224515344,2052.1919836853467,356604.5693835687,356679.3398693081,352247.2460771811,355787.5490750851,133726.71351883828,133754.75245099055,132092.7172789429,133420.3309031569,13907,11438.64291007861,65.9794551637387
2021-02-09 21:30:06.374644,173.77922539926632,2028.2477719245246,2051.5361878158924,2018.2334054435255,2036.2740499734605,352467.3267228317,356514.36959720956,350727.03787289927,353862.12710501486,132175.2475210619,133692.88859895358,131522.63920233722,132698.29766438057,9875,11376.740197563493,65.4676820928018
2021-02-10 21:30:06.374644,176.26037066565115,2022.968744984969,2034.201436025785,2004.7735917693637,2025.1114235231607,356569.22083607776,358549.0991225047,353362.13638597686,356946.8901494368,133713.45781352915,134455.91217093926,132510.80114474133,133855.08380603878,11963,11475.915964166563,65.10879558645043
2021-02-11 21:30:06.374644,178.21253698399047,2014.6233944600353,2067.633814541545,2004.915061517202,2021.2245165413306,359031.1461940215,368478.26764333434,357300.9995503939,360207.54890707013,134636.67982275807,138179.35036625038,133987.87483139773,135077.8308401513,48084,11580.746814141914,64.98382871835422
2021-02-12 21:30:06.374644,176.1990544644142,2078.1156729425247,2093.8691548429656,2067.365875522369,2071.8167092724116,366162.01664015267,368937.7652555326,364267.9124990372,365052.145197373,137310.75624005724,138351.6619708247,136600.46718713897,136894.5544490149,38833,11736.501581705666,66.61040427194405
2021-02-13 21:30:06.374644,174.88655837424625,2017.198686780214,2019.5726361371096,2001.3976217115887,2015.610270322349,352780.9358880408,353196.107720823,350017.5419995414,352503.1432004597,132292.8509580153,132448.54039530864,131256.57824982802,132188.6787001724,14247,11333.048585405728,64.80332664562988
2021-02-14 21:30:06.374644,176.89270088921066,2015.8304083492794,2045.7950109867825,2008.4415862115313,2021.4032867398698,356585.6854675045,361886.2049591243,355278.6567631682,357571.4869777431,133719.6320503142,135707.32685967162,133229.49628618808,134089.30761665368,13874,11495.99688071448,64.98957630941437
2021-02-15 21:30:06.374644,178.5639679100271,2064.1051994529057,2067.51014048786,2038.9857460341186,2056.62064990834,368574.8145980287,369182.81437972985,364089.385323839,367238.3437333319,138215.55547426076,138443.5553923987,136533.5194964396,137714.37889999946,34439,11806.788314471833,66.12183998290675
2021-02-16 21:30:06.374644,174.05281766843015,2025.730738657501,2044.9150511283992,2021.6602076148934,2029.0464956513988,352584.14290088834,355923.2265414798,351875.6555035157,353161.25974838005,132219.05358783313,133471.20995305493,131953.3708138184,132435.4724056425,12820,11354.207167836292,65.23531099880717
2021-02-17 21:30:06.374644,175.27444040072874,2072.012679638361,2094.3418834808112,2069.722865097118,2081.5419219905402,363170.86292682815,367084.6016349074,362769.5169644903,364841.0955475493,136189.07359756055,137656.72561309027,136038.56886168386,136815.41083033098,42803,11729.716292037978,66.92307688814893
2021-02-18 21:30:06.374644,176.1094157236753,2041.295853430554,2042.1751241551656,2032.3624664110064,2039.3326031505378,359491.42006681603,359646.2679203903,357918.16649837,359145.673207083,134809.282525056,134867.35047014637,134219.31243688875,134679.62745265613,28660,11546.607291894388,65.56601678751709
2021-02-19 21:30:06.374644,172.79564849642077,2034.735221447874,2054.299236577092,2001.4775310331593,2039.8554353817622,351593.3921085937,354973.9687900407,345846.6079258899,352478.14279574034,131847.52204072266,133115.23829626525,129692.47797220871,132179.30354840262,47917,11332.244817249883,65.58282622154299
2021-02-20 21:30:06.374644,177.07228165124076,2014.4918486084982,2043.3422441252371,2010.0626265855822,2021.0102655811509,356710.66800093267,361819.27336162236,355926.375551395,357864.8989670344,133766.50050034974,135682.22751060838,133472.3908317731,134199.3371126379,17917,11505.430136543031,64.97694039516938
2021-02-21 21:30:06.374644,177.04792482538005,2026.0508884599608,2037.6568139501978,2010.585132805101,2029.9870184095673,358708.1053924536,360762.91041617806,355969.9254479043,359404.98903187446,134515.5395221701,135286.0914060668,133488.7220429641,134776.8708869529,29383,11554.944349018597,65.26554948509227
2021-02-22 21:30:06.374644,178.56688315855865,2047.1123153093347,2057.122269536712,2036.3522283051416,2045.5032776629268,365546.46562028845,367333.91194723104,363625.07042143476,365259.1447828846,137079.92460760818,137750.21698021164,136359.40140803804,136972.17929358175,40924,11743.156660972372,65.7644084319426
2021-02-23 21:30:06.374644,172.0039014712873,2016.5239927897462,2023.4509586537934,1990.615163964912,2012.410319833174,346849.9941702944,348041.4593242689,342393.5745298711,346142.42637238704,130068.74781386039,130515.54724660085,128397.59044870167,129803.40988964515,28964,11128.55023059372,64.70044592515872
2021-02-24 21:30:06.374644,172.6475789325542,2059.5608793782767,2091.407361511364,2046.2046798921303,2057.0327512945805,355578.1994888618,361076.41752665816,353272.2839838384,355141.72429598024,133341.82480832317,135403.6565724968,132477.1064939394,133178.14661099258,35474,11417.879510544632,66.13508934025369
2021-02-25 21:30:06.374644,176.63029414613692,2038.5389379470662,2050.5162522886726,2022.0380497253523,2041.651868804235,360067.73223794386,362183.2887931825,357153.17549767,360617.57013090217,135025.39958922894,135818.73329744345,133932.44081162626,135231.58879908832,30880,11593.929080854623,65.6405828541558
2021-02-26 21:30:06.374644,175.82920510510138,2045.3868237974434,2065.6750049750767,2045.3868237974434,2049.7863006997895,359638.7393607525,363205.9941302441,360089.445733244,360412.2958873703,134864.5272602822,136202.24779884153,134864.5272602822,135154.61095776386,16217,11587.329471687573,65.90211071743661
2021-02-27 21:30:06.374644,174.84013562723246,2086.0736693251497,2099.203778688445,2074.5121837668767,2092.7479444024657,364729.40327320766,367025.07337508653,362707.99157014687,365896.334432939,136773.52622745288,137634.40251565745,136015.4968388051,137211.12541235212,13432,11763.6424393306,67.28335860602394
2021-02-28 21:30:06.374644,176.42965612510085,2050.397776434235,2091.6620816418513,2022.6892219804795,2055.9841881621924,361750.97461596347,369031.2217939844,356862.36388196377,362736.58331610024,135656.6154809863,138386.70817274414,133823.3864557364,136026.21874353758,21852,11662.055790769684,66.1013772778688
2021-03-01 21:30:06.374644,176.20772204385946,2014.8606612326298,2056.7702351563803,2014.8606612326298,2025.9010111710195,355034.00735158613,362418.7979045189,356436.73291486356,356979.40226479684,133137.7527568448,135907.0492141946,133137.7527568448,133867.2758492988,20592,11476.961235365125,65.13418139987523
2021-03-02 21:30:06.374644,176.5513259219975,2055.70434873359,2088.203965212328,2038.4971062386185,2069.33829774331,362937.32847253163,368675.17885380925,359899.36699458305,365344.4202477506,136101.49817719936,138253.19207017845,134962.26262296864,137004.15759290647,47051,11745.898284714203,66.53072155041426
2021-03-03 21:30:06.374644,179.86978586216367,2080.8782217490298,2080.8782217490298,2031.030450440957,2056.5501967844375,374287.12015123793,371478.74309448357,365321.0122003488,369911.24351040734,140357.6700567142,140357.6700567142,136995.3795751308,138716.71631640274,11431,11892.722592284186,66.11957486406473
2021-03-04 21:30:06.374644,180.46409640425838,2029.1302693848872,2054.361931248183,2015.0659893725172,2029.840016112028,366185.1605510731,370738.5696100105,363647.0629670642,366313.2443528624,137319.43520665242,139026.96360375395,136367.64861264906,137367.4666323234,6439,11777.046179040071,65.26082325500435
